Date Pulled,Code,Short Name,Collection,eMASS,Asset,NCCM,Device-Asset,Primary Owner,Sys Admin,RMF Action,ISSO,CCB_SA_Actions,Other,Last Touched,STIGs,Benchmarks,Assessed,Submitted,Accepted,Rejected,CAT3,CAT2,CAT1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422536,NCCM-W,,AunchmanM,,,,,NCCM-W,2 d,10,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,99.69%,91.20%,65.12%,0.00%,1,13,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422537,NCCM-W,,AunchmanM,,,,,NCCM-W,185 d,13,MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG,95.38%,94.14%,93.99%,0.00%,2,6,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422538,NCCM-W,,AunchmanM,,,,,NCCM-W,107 d,9,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG Google_Chrome_Current_Windows IE_11_STIG Windows_Firewall_with_Advanced_Security,98.05%,81.27%,59.12%,0.00%,1,14,2
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422539,NCCM-W,,AunchmanM,,,,,NCCM-W,2 d,11,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security MS_Office_365_ProPlus_STIG,99.87%,78.02%,56.54%,0.00%,1,5,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422735,NCCM-W,,SouzaD,,,,,NCCM-W,2 d,13,Google_Chrome_Current_Windows MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security Adobe_Acrobat_Reader_DC_Continuous_Track_STIG,99.73%,87.80%,69.44%,0.00%,1,3,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422736,NCCM-W,,AunchmanM,,,,,NCCM-W,1 d,14,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security MS_Office_365_ProPlus_STIG,99.55%,80.00%,61.24%,0.00%,1,5,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422737,NCCM-W,,WagstaffR,,,,,NCCM-W,2 d,14,Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security MS_Office_365_ProPlus_STIG,99.55%,77.27%,61.93%,0.00%,1,5,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422738,NCCM-W,,DesiletsA,,,,,NCCM-W,2 d,16,Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,99.76%,91.99%,72.56%,0.00%,1,5,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422739,NCCM-W,,SupinoK,,,,,NCCM-W,86 d,14,Google_Chrome_Current_Windows MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Adobe_Acrobat_Reader_DC_Continuous_Track_STIG JRE_8_and_Windows_STIG Windows_Firewall_with_Advanced_Security,98.16%,90.03%,68.64%,0.00%,1,3,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422740,NCCM-W,,DuarteB,,,,,NCCM-W,1 d,16,Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security MS_Office_365_ProPlus_STIG,99.69%,79.32%,65.23%,0.00%,1,3,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422741,NCCM-W,,AunchmanM,,,,,NCCM-W,2 d,16,Google_Chrome_Current_Windows MS_Dot_Net_Framework JRE_8_and_Windows_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Microsoft_Access_2016 Microsoft_Outlook_2016 Windows_Firewall_with_Advanced_Security,99.76%,80.14%,63.85%,0.00%,1,5,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422742,NCCM-W,,WhickerP,,,,,NCCM-W,64 d,13,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,98.12%,95.17%,72.92%,0.00%,1,2,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422744,NCCM-W,,RussellS,,,,,NCCM-W,36 d,13,Google_Chrome_Current_Windows MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG MOZ_Firefox_STIG Windows_Firewall_with_Advanced_Security,99.73%,87.40%,69.23%,0.00%,1,7,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422745,NCCM-W,,MatthewsD,,,,,NCCM-W,2 d,16,Google_Chrome_Current_Windows MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security MS_Office_365_ProPlus_STIG MOZ_Firefox_STIG,99.69%,75.93%,61.83%,0.00%,1,4,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422746,NCCM-W,,MerrickD,,,,,,64 d,18,Adobe_Acrobat_Pro_DC_Continuous_STIG MS_Dot_Net_Framework Google_Chrome_Current_Windows JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_OneNote_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Publisher_2016 Microsoft_Outlook_2016 Microsoft_Word_2016 Microsoft_Skype_for_Business_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,98.08%,93.28%,0.00%,0.00%,12,13,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB422747,NCCM-W,,DohertyJ,,,,,NCCM-W,2 d,14,Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Microsoft_Outlook_2016 Windows_Firewall_with_Advanced_Security,99.76%,95.59%,67.69%,0.00%,1,3,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB423053,NCCM-W,,MurtishiZ,,,,,NCCM-W,2 d,14,MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Windows_Firewall_with_Advanced_Security,99.75%,95.63%,72.16%,0.00%,1,4,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB423060,NCCM-W,,FernandesN,,,,,NCCM-W,23 d,17,MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Publisher_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security Adobe_Acrobat_Reader_DC_Continuous_Track_STIG,99.88%,89.52%,72.38%,0.00%,1,4,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB437627,NCCM-W,,BottariA,,,,,NCCM-W,9 d,18,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus Microsoft_Access_2016 MS_Edge_STIG Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Excel_2016 Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Publisher_2016 Microsoft_Skype_for_Business_2016 Windows_Firewall_with_Advanced_Security Microsoft_Word_2016 MS_Windows_10_STIG,100.00%,0.00%,0.00%,0.00%,1,5,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB437643,NCCM-W,,SullivanT,,,,,,2 d,16,MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_OneNote_2016 Microsoft_PowerPoint_2016 Microsoft_Skype_for_Business_2016 Microsoft_Publisher_2016 Microsoft_Word_2016 MS_Windows_10_STIG Windows_Firewall_with_Advanced_Security Google_Chrome_Current_Windows,100.00%,0.00%,0.00%,0.00%,1,3,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438034,NCCM-W,,DohertyS,,,,,,107 d,16,MS_Dot_Net_Framework MS_Defender_Antivirus Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_Access_2016 Microsoft_OneDrive MS_Edge_STIG Microsoft_PowerPoint_2016 Microsoft_Publisher_2016 Microsoft_OneNote_2016 Microsoft_Outlook_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,97.33%,96.74%,0.15%,0.00%,1,3,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438059,NCCM-W,,McCarthyN,,,,,,2 d,17,MS_Dot_Net_Framework MS_Edge_STIG Microsoft_Access_2016 MS_Defender_Antivirus Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Skype_for_Business_2016 Microsoft_Publisher_2016 Microsoft_Word_2016 Microsoft_PowerPoint_2016 Microsoft_Outlook_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG MS_Office_365_ProPlus_STIG Adobe_Acrobat_Reader_DC_Continuous_Track_STIG,99.63%,0.00%,0.00%,0.00%,1,5,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438061,NCCM-W,,MelicanG,,,,,,3 h,16,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Microsoft_Access_2016 MS_Dot_Net_Framework Microsoft_Excel_2016 MS_Edge_STIG MS_Defender_Antivirus Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Outlook_2016 Microsoft_Skype_for_Business_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 Microsoft_Publisher_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,99.70%,0.00%,0.00%,0.00%,1,5,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438303,NCCM-W,,GantR,,,,,,72 d,15,MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Office_System_2016 Microsoft_Excel_2016 Microsoft_OneNote_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_Publisher_2016 Microsoft_PowerPoint_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,97.99%,96.76%,0.00%,0.00%,1,2,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438641,NCCM-W,,SmithD,,,,,,36 d,14,MS_Dot_Net_Framework Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MOZ_Firefox_STIG MS_Defender_Antivirus Windows_Firewall_with_Advanced_Security MS_Edge_STIG MS_Windows_10_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016,99.72%,31.73%,0.14%,0.00%,1,7,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438676,NCCM-W,,SmithD,,,,,,107 d,14,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework MOZ_Firefox_STIG Google_Chrome_Current_Windows MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG Windows_Firewall_with_Advanced_Security Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_Word_2016 Microsoft_Outlook_2016 Microsoft_PowerPoint_2016,98.30%,33.99%,0.14%,0.00%,1,3,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438677,NCCM-W,,CostaL,,,,,,36 d,18,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework Microsoft_Access_2016 MOZ_Firefox_STIG MS_Edge_STIG MS_Defender_Antivirus Google_Chrome_Current_Windows Microsoft_Excel_2016 Microsoft_OneDrive Microsoft_Office_System_2016 Microsoft_OneNote_2016 Microsoft_Skype_for_Business_2016 Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 Microsoft_Publisher_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,99.87%,97.07%,0.13%,0.00%,1,4,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438679,NCCM-W,,SmithD,,,,,,2 d,19,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Office_System_2016 Microsoft_Excel_2016 Microsoft_PowerPoint_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_OneNote_2016 Microsoft_Skype_for_Business_2016 Microsoft_Publisher_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG MS_Office_365_ProPlus_STIG,99.55%,0.00%,0.00%,0.00%,1,5,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438680,NCCM-W,,SmithD,,,,,,9 d,18,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG Microsoft_Access_2016 Microsoft_Excel_2016 Microsoft_OneDrive MS_Edge_STIG Microsoft_Office_System_2016 MS_Defender_Antivirus Microsoft_OneNote_2016 Microsoft_PowerPoint_2016 Microsoft_Skype_for_Business_2016 Microsoft_Publisher_2016 Microsoft_Outlook_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,99.87%,0.00%,0.00%,0.00%,1,4,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438681,NCCM-W,,IzzoJ,,,,,,2 d,17,Microsoft_Access_2016 MS_Dot_Net_Framework Microsoft_Office_System_2016 Microsoft_Excel_2016 MS_Defender_Antivirus Microsoft_OneNote_2016 Microsoft_OneDrive MS_Edge_STIG Microsoft_PowerPoint_2016 Microsoft_Outlook_2016 Microsoft_Publisher_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security Microsoft_Skype_for_Business_2016 MS_Windows_10_STIG Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Office_365_ProPlus_STIG,99.75%,76.14%,0.00%,0.00%,1,47,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438682,NCCM-W,,,,Not in CMDB,,,,36 d,17,MS_Dot_Net_Framework Google_Chrome_Current_Windows Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Office_System_2016 Microsoft_Excel_2016 Microsoft_OneNote_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Publisher_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,99.72%,0.00%,0.00%,0.00%,1,7,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438684,NCCM-W,,ShermanR,,,,,NCCM-W,86 d,18,MS_Dot_Net_Framework Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MOZ_Firefox_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneNote_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_Skype_for_Business_2016 Microsoft_PowerPoint_2016 Microsoft_Publisher_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,98.27%,0.00%,0.00%,0.00%,1,2,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479NB438700,NCCM-W,,SmithD,,,,,,36 d,17,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Defender_Antivirus Microsoft_Access_2016 MS_Dot_Net_Framework MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_OneNote_2016 Microsoft_Outlook_2016 Microsoft_Publisher_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,99.72%,0.00%,0.00%,0.00%,1,7,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK402187,NCCM-W,,TraegerR,,,,,NCCM-W,36 d,15,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,99.88%,96.73%,77.45%,0.00%,1,6,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK402188,NCCM-W,,CarrB,,,,,NCCM-W,2 d,10,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,99.85%,94.60%,68.52%,0.00%,1,3,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK402189,NCCM-W,,DeanC,,,,,NCCM-W,2 d,17,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,99.89%,96.80%,78.40%,0.00%,1,4,2
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK402190,NCCM-W,,BorgesT,,,,,NCCM-W,36 d,17,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,99.89%,93.83%,76.00%,0.00%,1,6,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK405595,NCCM-W,,LamA,,,,,NCCM-W,36 d,13,MS_Dot_Net_Framework Google_Chrome_Current_Windows MS_Edge_STIG Microsoft_Excel_2016 MS_Defender_Antivirus IE_11_STIG Microsoft_OneDrive Microsoft_Office_System_2016 Microsoft_Word_2016 Microsoft_PowerPoint_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG MS_Office_365_ProPlus_STIG,99.53%,80.79%,0.00%,0.00%,1,8,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK405606,NCCM-W,,HuntressG,,,,,NCCM-W,107 d,13,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,98.17%,95.57%,74.19%,0.00%,2,3,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK414407,NCCM-W,,KocabJ,,,,,NCCM-W,64 d,17,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,98.40%,95.66%,76.34%,0.00%,1,4,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK414424,NCCM-W,,FlynnZ,,,,,NCCM-W,2 d,15,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework MOZ_Firefox_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security,99.76%,95.59%,75.15%,0.00%,2,4,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK416302,NCCM-W,,SilveiraM,,,,,NCCM-W,2 d,19,MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Publisher_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 MS_Windows_10_STIG Google_Chrome_Current_Windows IE_11_STIG Windows_Firewall_with_Advanced_Security Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Office_365_ProPlus_STIG,99.80%,78.23%,59.07%,0.00%,1,7,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK416303,NCCM-W,,SilveiraM,,,,,NCCM-W,2 d,15,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Microsoft_Outlook_2016 Windows_Firewall_with_Advanced_Security,99.76%,95.49%,67.97%,0.00%,1,5,1
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK416303-master-NP0479WK416303,NCCM-W,DB/WEB,SilveiraM,,,,,,2 d,1,MS_SQL_Server_2016_Database_STIG,64.29%,64.29%,0.00%,0.00%,0,0,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK416303-MESEF-NP0479WK416303,NCCM-W,DB/WEB,SilveiraM,,,,,,2 d,1,MS_SQL_Server_2016_Database_STIG,50.00%,3.57%,0.00%,0.00%,0,0,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK416303-model-NP0479WK416303,NCCM-W,DB/WEB,SilveiraM,,,,,,2 d,1,MS_SQL_Server_2016_Database_STIG,64.29%,17.86%,0.00%,0.00%,0,0,0
2024-07-11,45,NCCM,NP_C45-NCCM_Zone B,7372,NP0479WK416303-msdb-NP0479WK416303,NCCM-W,DB/WEB,SilveiraM,,,,,,2 d,1,MS_SQL_Server_2016_Database_STIG,64.29%,64.29%,0.00%,0.00%,0,0,0
